player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_start,era,is_international,efficiency,efficiency_score,minutes,cap_value_usd,tier
Chris Duarte,IND,26.0,195.58,86.18248,Oregon,Dominican Republic,2021.0,1.0,13.0,46,7.9,2.5,1.4,-6.2,0.02,0.106,0.181,0.496,0.1009999999999999,2022-23,2022,Modern (19+),True,5.8528,10.63,25.0,10907513.36175003,ROTATION
Malaki Branham,SAS,20.0,193.04,81.64656,Ohio State,USA,2022.0,1.0,20.0,66,10.2,2.7,1.9,-11.1,0.017,0.098,0.188,0.524,0.1119999999999999,2022-23,2022,Modern (19+),False,7.755199999999999,13.42,25.0,10832141.618931053,ROTATION
Gary Harris,ORL,28.0,193.04,95.25432,Michigan State,USA,2014.0,1.0,19.0,48,8.3,2.0,1.2,-2.8,0.018,0.069,0.125,0.62,0.067,2022-23,2022,Modern (19+),False,7.13,10.540000000000001,25.0,10815163.76602496,ROTATION
Devonte' Graham,SAS,28.0,185.42,88.45044,Kansas,USA,2018.0,2.0,34.0,73,7.4,1.7,2.7,-6.2,0.013,0.081,0.165,0.552,0.207,2022-23,2022,Modern (19+),False,6.513600000000001,10.48,25.0,10753597.368874913,ROTATION
Gabe York,IND,29.0,190.5,86.18248,Arizona,USA,,,,3,8.0,2.0,1.7,17.4,0.0,0.094,0.173,0.5479999999999999,0.109,2022-23,2022,Modern (19+),False,6.411599999999999,10.59,25.0,10704688.448765991,ROTATION
Jordan Goodwin,WAS,24.0,190.5,90.7184,St. Louis,USA,,,,62,6.6,3.3,2.7,-4.5,0.05,0.131,0.165,0.531,0.22,2022-23,2022,Modern (19+),False,6.690599999999999,10.8,25.0,10647421.953916151,ROTATION
Josh Okogie,PHX,24.0,193.04,96.615096,Georgia Tech,Nigeria,2018.0,1.0,20.0,72,7.3,3.5,1.5,4.9,0.078,0.102,0.174,0.531,0.104,2022-23,2022,Modern (19+),True,6.531300000000001,10.8,25.0,10647421.953916151,ROTATION
Mo Bamba,LAL,25.0,213.36,104.779752,Texas,USA,2018.0,1.0,6.0,49,6.6,4.6,0.9,1.5,0.076,0.198,0.166,0.602,0.086,2022-23,2022,Modern (19+),False,7.284199999999999,10.450000000000001,25.0,10563172.265307331,ROTATION
Jacob Gilyard,MEM,24.0,175.26,72.57472,Richmond,USA,,,,1,3.0,4.0,7.0,-14.9,0.0,0.095,0.052,0.5,0.212,2022-23,2022,Modern (19+),False,7.0,10.7,25.0,10548834.71360211,ROTATION
Isaiah Hartenstein,NYK,25.0,213.36,113.398,,Germany,2017.0,2.0,43.0,82,5.0,6.5,1.2,4.4,0.122,0.192,0.107,0.5670000000000001,0.083,2022-23,2022,Modern (19+),True,7.200900000000001,10.39,25.0,10502522.472396474,ROTATION
Trendon Watford,POR,22.0,203.2,107.501304,Louisiana State,USA,,,,62,7.4,3.8,2.1,-7.1,0.037,0.173,0.158,0.625,0.162,2022-23,2022,Modern (19+),False,8.3125,11.530000000000001,25.0,10493163.952012897,ROTATION
Jay Huff,WAS,25.0,215.9,108.86208,Virginia,USA,,,,7,7.3,3.0,1.4,-1.1,0.06,0.153,0.155,0.7959999999999999,0.135,2022-23,2022,Modern (19+),False,9.3132,10.379999999999999,25.0,10492414.173577996,ROTATION
Jock Landale,PHX,27.0,210.82,115.66596,St. Mary's,Australia,,,,69,6.6,4.1,1.0,7.9,0.114,0.1639999999999999,0.182,0.595,0.1009999999999999,2022-23,2022,Modern (19+),True,6.961499999999999,10.169999999999998,25.0,10487812.499999998,ROTATION
Georges Niang,PHI,30.0,200.66,104.32616,Iowa State,USA,2016.0,2.0,50.0,78,8.2,2.4,1.0,1.3,0.013,0.109,0.162,0.61,0.074,2022-23,2022,Modern (19+),False,7.076,10.579999999999998,25.0,10430530.025225263,ROTATION
Seth Curry,BKN,32.0,185.42,83.91452,Duke,USA,,,,61,9.2,1.6,1.6,-3.5,0.011,0.071,0.188,0.593,0.121,2022-23,2022,Modern (19+),False,7.353199999999998,11.439999999999998,25.0,10411257.208241763,ROTATION
Shaedon Sharpe,POR,20.0,195.58,90.7184,Kentucky,Canada,2022.0,1.0,7.0,80,9.9,3.0,1.2,-7.6,0.037,0.102,0.186,0.568,0.079,2022-23,2022,Modern (19+),True,8.008799999999999,12.84,25.0,10363986.466995135,ROTATION
Troy Brown Jr.,LAL,23.0,200.66,97.52228,Oregon,USA,2018.0,1.0,15.0,76,7.1,4.1,1.3,-0.5,0.033,0.123,0.119,0.561,0.067,2022-23,2022,Modern (19+),False,7.012500000000001,10.879999999999999,25.0,10357365.406458052,ROTATION
T.J. Warren,PHX,29.0,203.2,99.79024,North Carolina State,USA,2014.0,1.0,14.0,42,7.5,2.9,1.0,4.4,0.038,0.131,0.185,0.55,0.081,2022-23,2022,Modern (19+),False,6.2700000000000005,10.229999999999999,25.0,10340789.691300858,ROTATION
Anthony Lamb,GSW,25.0,198.12,102.965384,Vermont,USA,,,,62,6.7,3.5,1.5,1.7,0.047,0.129,0.136,0.61,0.111,2022-23,2022,Modern (19+),False,7.137,10.2,25.0,10310464.79484543,ROTATION
Ty Jerome,GSW,25.0,195.58,88.45044,Virginia,USA,2019.0,1.0,24.0,45,6.9,1.7,3.0,-5.6,0.009,0.091,0.147,0.594,0.233,2022-23,2022,Modern (19+),False,6.8904,10.19,25.0,10300356.496026956,ROTATION
Obi Toppin,NYK,25.0,205.74,99.79024,Dayton,USA,2020.0,1.0,8.0,67,7.4,2.8,1.0,2.4,0.026,0.139,0.187,0.565,0.091,2022-23,2022,Modern (19+),False,6.327999999999999,10.059999999999999,25.0,10168948.611386767,ROTATION
Al Horford,BOS,37.0,205.74,108.86208,Florida,Dominican Republic,2007.0,1.0,3.0,63,9.8,6.2,3.0,7.8,0.039,0.159,0.119,0.631,0.128,2022-23,2022,Modern (19+),True,11.989,16.240000000000002,25.0,10157872.223537328,ROTATION
Theo Maledon,CHA,22.0,195.58,79.3786,,France,2020.0,2.0,34.0,44,6.7,2.8,3.5,-8.9,0.016,0.128,0.166,0.515,0.247,2022-23,2022,Modern (19+),True,6.695,11.11,25.0,10110932.481080944,ROTATION
Joshua Primo,SAS,20.0,198.12,85.728888,Alabama,Canada,2021.0,1.0,12.0,4,7.0,3.3,4.5,1.7,0.019,0.113,0.173,0.467,0.237,2022-23,2022,Modern (19+),True,6.911600000000001,12.459999999999999,25.0,10057264.126071604,ROTATION
Terrence Ross,PHX,32.0,200.66,93.439952,Washington,USA,2012.0,1.0,8.0,63,8.3,2.4,1.5,-2.6,0.016,0.099,0.166,0.544,0.1009999999999999,2022-23,2022,Modern (19+),False,6.636800000000001,11.030000000000001,25.0,10038126.486617716,ROTATION
Cory Joseph,DET,31.0,190.5,90.7184,Texas,Canada,2011.0,1.0,29.0,62,6.9,1.7,3.5,-4.1,0.016,0.07,0.149,0.5579999999999999,0.256,2022-23,2022,Modern (19+),True,6.751799999999999,10.54,25.0,10033697.737506239,ROTATION
Sandro Mamukelashvili,SAS,24.0,208.28,108.86208,Seton Hall,Georgia,2021.0,2.0,54.0,43,6.1,4.3,1.4,-10.1,0.093,0.178,0.177,0.516,0.134,2022-23,2022,Modern (19+),True,6.0888,10.09,25.0,9947452.547686478,ROTATION
Dario Saric,OKC,29.0,208.28,102.0582,,Croatia,2014.0,1.0,12.0,57,6.4,3.6,1.3,1.6,0.064,0.195,0.186,0.583,0.131,2022-23,2022,Modern (19+),True,6.5879,9.83,25.0,9936457.738561822,ROTATION
Stanley Johnson,SAS,27.0,198.12,109.769264,Arizona,USA,2015.0,1.0,8.0,30,5.8,3.2,2.2,-7.0,0.047,0.15,0.148,0.625,0.179,2022-23,2022,Modern (19+),False,7.0,9.579999999999998,25.0,9879374.999999998,ROTATION
Cody Zeller,MIA,30.0,210.82,108.86208,Indiana,USA,2013.0,1.0,4.0,15,6.5,4.3,0.7,-10.3,0.1169999999999999,0.2,0.175,0.659,0.077,2022-23,2022,Modern (19+),False,7.5785,10.0,25.0,9858724.031403843,ROTATION
Alex Caruso,CHI,29.0,195.58,84.368112,Texas A&M,USA,,,,67,5.6,2.9,2.9,6.1,0.0279999999999999,0.099,0.109,0.588,0.155,2022-23,2022,Modern (19+),False,6.7032,9.659999999999998,25.0,9764616.658647731,ROTATION
Reggie Bullock,DAL,32.0,198.12,92.98636,North Carolina,USA,2013.0,1.0,25.0,78,7.2,3.6,1.4,-1.8,0.0139999999999999,0.1119999999999999,0.098,0.5770000000000001,0.063,2022-23,2022,Modern (19+),False,7.039400000000001,10.700000000000001,25.0,9737801.759456895,ROTATION
Dwight Powell,DAL,31.0,208.28,108.86208,Stanford,Canada,2014.0,2.0,45.0,76,6.7,4.1,0.9,6.2,0.106,0.12,0.123,0.738,0.067,2022-23,2022,Modern (19+),True,8.6346,10.200000000000001,25.0,9710030.068554426,ROTATION
Eugene Omoruyi,DET,26.0,198.12,106.59412,Oregon,Nigeria,,,,40,7.0,2.8,0.7,-1.9,0.065,0.11,0.192,0.5329999999999999,0.065,2022-23,2022,Modern (19+),True,5.596499999999999,9.45,25.0,9696707.551132435,ROTATION
Jae Crowder,MIL,32.0,198.12,106.59412,Marquette,USA,2012.0,2.0,34.0,18,6.9,3.8,1.5,-0.8,0.046,0.134,0.125,0.624,0.102,2022-23,2022,Modern (19+),False,7.612799999999999,10.61,25.0,9655895.01568576,ROTATION
Ochai Agbaji,UTA,23.0,195.58,97.52228,Kansas,USA,2022.0,1.0,14.0,59,7.9,2.1,1.1,-0.2,0.034,0.0579999999999999,0.154,0.561,0.072,2022-23,2022,Modern (19+),False,6.2271,10.14,25.0,9652912.244621752,ROTATION
Duane Washington Jr.,NYK,23.0,187.96,89.357624,Ohio State,Germany,,,,31,7.9,1.2,2.0,-0.5,0.004,0.085,0.298,0.4579999999999999,0.26,2022-23,2022,Modern (19+),True,5.083799999999999,10.14,25.0,9652912.244621752,ROTATION
Joe Harris,BKN,31.0,198.12,99.79024,Virginia,USA,2014.0,2.0,33.0,74,7.6,2.2,1.4,-1.0,0.016,0.089,0.141,0.621,0.091,2022-23,2022,Modern (19+),False,6.9552000000000005,10.120000000000001,25.0,9633872.96997753,ROTATION
Tre Mann,OKC,22.0,190.5,80.73937600000001,Florida,USA,2021.0,1.0,18.0,67,7.7,2.3,1.8,1.0,0.021,0.104,0.2,0.492,0.144,2022-23,2022,Modern (19+),False,5.8056,10.57,25.0,9619492.018454148,ROTATION
Daniel Theis,IND,31.0,203.2,111.13004,,Germany,,,,7,7.0,3.1,1.3,-8.2,0.059,0.147,0.201,0.497,0.125,2022-23,2022,Modern (19+),True,5.6658,10.08,25.0,9595794.420689078,ROTATION
Charles Bassey,SAS,22.0,205.74,104.32616,Western Kentucky,Nigeria,2021.0,2.0,53.0,35,5.7,5.5,1.4,-2.4,0.14,0.2319999999999999,0.152,0.6579999999999999,0.131,2022-23,2022,Modern (19+),True,8.290799999999999,10.530000000000001,25.0,9583089.021222534,ROTATION
Aaron Wiggins,OKC,24.0,195.58,86.18248,Maryland,USA,2021.0,2.0,55.0,70,6.8,3.0,1.1,1.5,0.05,0.109,0.143,0.607,0.084,2022-23,2022,Modern (19+),False,6.6163,9.669999999999998,25.0,9533386.138367513,ROTATION
Svi Mykhailiuk,CHA,26.0,200.66,92.98636,Kansas,Ukraine,2018.0,2.0,47.0,32,6.9,1.7,1.7,1.0,0.032,0.079,0.191,0.584,0.1669999999999999,2022-23,2022,Modern (19+),True,6.015199999999999,9.28,25.0,9522269.425873969,ROTATION
Jeremiah Robinson-Earl,OKC,22.0,203.2,108.86208,Villanova,USA,2021.0,2.0,32.0,43,6.8,4.2,1.0,-0.9,0.0819999999999999,0.129,0.143,0.5479999999999999,0.069,2022-23,2022,Modern (19+),False,6.575999999999999,10.44,25.0,9501182.2774514,ROTATION
Kendrick Nunn,WAS,27.0,190.5,86.18248,Oakland,USA,,,,70,7.1,1.6,1.3,-2.3,0.015,0.09,0.2269999999999999,0.53,0.1369999999999999,2022-23,2022,Modern (19+),False,5.300000000000001,9.129999999999999,25.0,9415312.499999998,ROTATION
Isaiah Jackson,IND,21.0,205.74,92.98636,Kentucky,USA,2021.0,1.0,22.0,63,7.2,4.5,0.8,-5.6,0.1,0.159,0.165,0.595,0.071,2022-23,2022,Modern (19+),False,7.4375,10.91,25.0,9397572.944200007,ROTATION
Chance Comanche,POR,27.0,208.28,95.25432,Arizona,USA,,,,1,7.0,3.0,0.0,-68.1,0.08,0.067,0.14,0.518,0.0,2022-23,2022,Modern (19+),False,5.18,9.1,25.0,9384375.0,ROTATION
John Konchar,MEM,27.0,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,,,,72,5.1,4.3,1.4,7.0,0.04,0.152,0.1,0.542,0.0819999999999999,2022-23,2022,Modern (19+),False,5.8536,9.09,25.0,9374062.5,ROTATION
Edmond Sumner,BKN,27.0,193.04,88.904032,Xavier,USA,2017.0,2.0,52.0,53,7.1,1.5,1.3,1.7,0.019,0.086,0.209,0.597,0.13,2022-23,2022,Modern (19+),False,5.9103,9.059999999999999,25.0,9343124.999999998,ROTATION
Lindell Wigginton,MIL,25.0,185.42,85.728888,Iowa State,Canada,2019.0,,,7,7.1,1.0,2.0,-20.2,0.0,0.077,0.251,0.61,0.264,2022-23,2022,Modern (19+),True,6.161,9.2,25.0,9299634.91299784,ROTATION
Kemba Walker,DAL,33.0,182.88,83.46092800000001,Connecticut,USA,2011.0,1.0,9.0,9,8.0,1.8,2.1,-1.9,0.02,0.09,0.215,0.5429999999999999,0.216,2022-23,2022,Modern (19+),False,6.4616999999999996,10.73,25.0,9242525.911206791,ROTATION
Terence Davis,SAC,26.0,193.04,91.171992,Mississippi,USA,,,,64,6.7,2.2,1.0,4.0,0.024,0.14,0.215,0.563,0.11,2022-23,2022,Modern (19+),False,5.5737,8.94,25.0,9173393.175357036,ROTATION
Romeo Langford,SAS,23.0,195.58,97.975872,Indiana,USA,2019.0,1.0,14.0,43,6.9,2.7,1.2,-8.5,0.06,0.067,0.148,0.524,0.08,2022-23,2022,Modern (19+),False,5.6592,9.63,25.0,9167410.74119403,ROTATION
Isaiah Livers,DET,24.0,198.12,105.233344,Michigan,USA,2021.0,2.0,42.0,52,6.7,2.8,0.8,-7.8,0.023,0.096,0.1169999999999999,0.5670000000000001,0.048,2022-23,2022,Modern (19+),False,5.840100000000001,9.22,25.0,9089743.556954343,ROTATION
Oshae Brissett,IND,25.0,200.66,95.25432,Syracuse,Canada,,,,65,6.1,3.4,0.7,0.6,0.054,0.144,0.155,0.52,0.055,2022-23,2022,Modern (19+),True,5.303999999999999,8.97,25.0,9067144.040172895,ROTATION
Saben Lee,PHX,24.0,187.96,83.007336,Vanderbilt,USA,2020.0,2.0,38.0,25,6.0,1.8,2.7,-4.4,0.03,0.0819999999999999,0.184,0.517,0.278,2022-23,2022,Modern (19+),False,5.4285000000000005,9.15,25.0,9020732.488734517,ROTATION
Wenyen Gabriel,LAL,26.0,205.74,92.98636,Kentucky,South Sudan,,,,68,5.5,4.2,0.5,-0.2,0.111,0.152,0.135,0.626,0.049,2022-23,2022,Modern (19+),True,6.385199999999999,8.79,25.0,9019477.182481915,ROTATION
Jaylin Williams,OKC,21.0,205.74,108.86208,Arkansas,USA,2022.0,2.0,34.0,49,5.9,4.9,1.6,-4.6,0.045,0.23,0.133,0.5589999999999999,0.109,2022-23,2022,Modern (19+),False,6.9315999999999995,10.45,25.0,9001341.637661785,ROTATION
Will Barton,TOR,32.0,195.58,82.10015200000001,Memphis,USA,2012.0,2.0,40.0,56,6.8,2.4,2.0,-8.4,0.0139999999999999,0.125,0.182,0.493,0.162,2022-23,2022,Modern (19+),False,5.521599999999999,9.88,25.0,8991540.316208797,ROTATION
Jaden Hardy,DAL,20.0,190.5,89.811216,,USA,2022.0,2.0,37.0,48,8.8,1.9,1.4,-3.1,0.015,0.106,0.248,0.5710000000000001,0.147,2022-23,2022,Modern (19+),False,6.909100000000001,11.110000000000001,25.0,8967592.651738005,ROTATION
Maxi Kleber,DAL,31.0,208.28,108.86208,,Germany,,,,37,5.9,3.6,1.4,-2.9,0.033,0.1159999999999999,0.1,0.5920000000000001,0.079,2022-23,2022,Modern (19+),True,6.452800000000001,9.4,25.0,8948459.08278545,ROTATION
Sam Hauser,BOS,25.0,200.66,98.429464,Virginia,USA,,,,80,6.4,2.6,0.9,7.7,0.027,0.121,0.141,0.634,0.076,2022-23,2022,Modern (19+),False,6.2766,8.850000000000001,25.0,8945844.454351183,ROTATION
Cody Martin,CHA,27.0,198.12,92.98636,Nevada,USA,2019.0,2.0,36.0,7,5.0,3.4,1.6,-9.7,0.0559999999999999,0.109,0.121,0.4479999999999999,0.111,2022-23,2022,Modern (19+),False,4.479999999999999,8.5,25.0,8765625.0,ROTATION
Patrick Beverley,CHI,34.0,187.96,81.64656,Arkansas,USA,2009.0,2.0,42.0,67,6.2,3.7,2.9,-1.5,0.025,0.111,0.107,0.534,0.1369999999999999,2022-23,2022,Modern (19+),False,6.8352,10.819999999999999,25.0,8733515.075770043,ROTATION
Nassir Little,POR,23.0,195.58,99.79024,North Carolina,USA,2019.0,1.0,25.0,54,6.6,2.6,0.9,-8.8,0.0279999999999999,0.122,0.158,0.555,0.075,2022-23,2022,Modern (19+),False,5.6055,9.05,25.0,8615271.776511524,ROTATION
Nickeil Alexander-Walker,MIN,24.0,195.58,92.98636,Virginia Tech,Canada,2019.0,1.0,17.0,59,6.2,1.7,1.8,-2.0,0.017,0.095,0.177,0.565,0.168,2022-23,2022,Modern (19+),True,5.4805,8.65,25.0,8527796.287164323,ROTATION
Kevin Knox II,POR,23.0,200.66,97.52228,Kentucky,USA,2018.0,1.0,9.0,63,6.6,2.8,0.5,-11.4,0.033,0.152,0.175,0.579,0.053,2022-23,2022,Modern (19+),False,5.732099999999999,8.909999999999998,25.0,8481996.85400195,ROTATION
Mike Muscala,BOS,31.0,210.82,108.86208,Bucknell,USA,2013.0,2.0,44.0,63,6.1,3.2,0.8,8.8,0.038,0.161,0.146,0.608,0.069,2022-23,2022,Modern (19+),False,6.1408000000000005,8.9,25.0,8472477.21667984,ROTATION
Robert Covington,LAC,32.0,200.66,94.800728,Tennessee State,USA,,,,48,6.0,3.5,1.2,-1.0,0.038,0.1639999999999999,0.149,0.584,0.105,2022-23,2022,Modern (19+),False,6.248799999999999,9.29,25.0,8454596.107042482,ROTATION
Luka Garza,MIN,24.0,208.28,110.222856,Iowa,USA,2021.0,2.0,52.0,28,6.5,2.3,0.6,2.0,0.13,0.128,0.245,0.652,0.103,2022-23,2022,Modern (19+),False,6.1288,8.53,25.0,8409491.598787477,ROTATION
David Roddy,MEM,22.0,193.04,115.66596,Colorado State,USA,2022.0,1.0,23.0,70,6.7,2.8,0.8,-1.9,0.037,0.107,0.163,0.519,0.064,2022-23,2022,Modern (19+),False,5.345700000000001,9.22,25.0,8390890.861887157,ROTATION
Duncan Robinson,MIA,29.0,200.66,97.52228,Michigan,USA,,,,42,6.4,1.6,1.1,-5.0,0.012,0.094,0.172,0.534,0.1009999999999999,2022-23,2022,Modern (19+),False,4.8594,8.290000000000001,25.0,8379779.720516534,ROTATION
Joe Ingles,MIL,35.0,205.74,99.79024,,Australia,,,,46,6.9,2.8,3.3,2.5,0.012,0.102,0.122,0.616,0.181,2022-23,2022,Modern (19+),True,8.008,11.169999999999998,25.0,8364556.142366661,ROTATION
Simone Fontecchio,UTA,27.0,200.66,94.800728,,Italy,,,,52,6.3,1.7,0.8,-13.1,0.036,0.07,0.192,0.495,0.079,2022-23,2022,Modern (19+),True,4.356,8.05,25.0,8301562.5,ROTATION
Ricky Rubio,CLE,32.0,187.96,86.18248,,Spain,2009.0,1.0,5.0,33,5.2,2.1,3.5,3.0,0.015,0.1119999999999999,0.172,0.442,0.295,2022-23,2022,Modern (19+),True,4.7736,9.12,25.0,8299883.368808119,ROTATION
AJ Griffin,ATL,19.0,198.12,99.79024,Duke,USA,2022.0,1.0,16.0,72,8.9,2.1,1.0,1.5,0.026,0.08,0.174,0.5770000000000001,0.07,2022-23,2022,Modern (19+),False,6.924000000000001,11.07,25.0,8289672.022918439,ROTATION
Jonathan Isaac,ORL,25.0,208.28,104.32616,Florida State,USA,2017.0,1.0,6.0,11,5.0,4.0,0.5,-5.8,0.099,0.25,0.198,0.483,0.085,2022-23,2022,Modern (19+),False,4.5885,8.15,25.0,8238263.53705787,ROTATION
JaMychal Green,GSW,33.0,205.74,102.965384,Alabama,USA,,,,57,6.4,3.6,0.9,-8.2,0.087,0.1639999999999999,0.1689999999999999,0.65,0.094,2022-23,2022,Modern (19+),False,7.085000000000001,9.55,25.0,8226106.472695699,ROTATION
Evan Fournier,NYK,30.0,198.12,92.98636,,France,2012.0,1.0,20.0,27,6.1,1.8,1.3,-4.7,0.008,0.096,0.179,0.471,0.111,2022-23,2022,Modern (19+),True,4.3332,8.27,25.0,8153164.773970978,ROTATION
Jay Scrubb,ORL,22.0,195.58,99.79024,John A. Logan,USA,2020.0,2.0,55.0,2,6.5,3.0,0.5,-28.5,0.0,0.3,0.151,0.825,0.0559999999999999,2022-23,2022,Modern (19+),False,8.25,8.95,25.0,8145170.630573757,ROTATION
Isaac Okoro,CLE,22.0,195.58,102.0582,Auburn,USA,2020.0,1.0,5.0,76,6.4,2.5,1.1,5.4,0.033,0.085,0.1169999999999999,0.614,0.07,2022-23,2022,Modern (19+),False,6.14,8.92,25.0,8117868.382650048,ROTATION
Chuma Okeke,ORL,24.0,203.2,103.872568,Auburn,USA,2019.0,1.0,16.0,27,4.7,3.6,1.4,-10.8,0.049,0.132,0.121,0.488,0.1009999999999999,2022-23,2022,Modern (19+),False,4.7336,8.200000000000001,25.0,8084153.705751152,ROTATION
Montrezl Harrell,PHI,29.0,200.66,108.86208,Louisville,USA,2015.0,2.0,32.0,57,5.6,2.8,0.6,2.2,0.1,0.133,0.178,0.631,0.073,2022-23,2022,Modern (19+),False,5.6789999999999985,7.9799999999999995,25.0,8066422.457143778,ROTATION
Lamar Stevens,CLE,25.0,198.12,104.32616,Penn State,USA,,,,62,5.3,3.3,0.5,1.2,0.046,0.145,0.136,0.524,0.04,2022-23,2022,Modern (19+),False,4.7684,7.959999999999999,25.0,8046205.859506825,ROTATION
Yuta Watanabe,BKN,28.0,203.2,97.52228,George Washington,Japan,,,,58,5.6,2.4,0.8,-0.6,0.034,0.1169999999999999,0.127,0.637,0.071,2022-23,2022,Modern (19+),True,5.605600000000001,7.839999999999999,25.0,8044675.894272836,ROTATION
Davion Mitchell,SAC,24.0,182.88,91.625584,Baylor,USA,2021.0,1.0,9.0,80,5.6,1.3,2.3,2.7,0.012,0.062,0.14,0.545,0.173,2022-23,2022,Modern (19+),False,5.014,8.12,25.0,8005283.913499921,ROTATION
Nicolas Batum,LAC,34.0,203.2,104.32616,,France,2008.0,1.0,25.0,78,6.1,3.8,1.6,4.5,0.036,0.135,0.111,0.594,0.095,2022-23,2022,Modern (19+),True,6.830999999999999,9.879999999999999,25.0,7974780.8640118325,ROTATION
Jalen Johnson,ATL,21.0,203.2,99.336648,Duke,USA,2021.0,1.0,20.0,70,5.6,4.0,1.2,0.3,0.047,0.214,0.156,0.5539999999999999,0.106,2022-23,2022,Modern (19+),False,5.983199999999998,9.239999999999998,25.0,7959081.026985156,ROTATION
Quenton Jackson,WAS,24.0,195.58,78.471416,Texas A&M,USA,,,,9,6.2,0.9,1.7,-6.7,0.0139999999999999,0.044,0.1639999999999999,0.542,0.155,2022-23,2022,Modern (19+),False,4.7696000000000005,8.02,25.0,7906696.673185881,ROTATION
Payton Pritchard,BOS,25.0,185.42,88.45044,Oregon,USA,2020.0,1.0,26.0,48,5.6,1.8,1.3,1.4,0.038,0.094,0.193,0.536,0.153,2022-23,2022,Modern (19+),False,4.6632,7.77,25.0,7854148.181955785,ROTATION
Dean Wade,CLE,26.0,205.74,103.418976,Kansas State,USA,,,,44,4.7,3.4,0.8,6.5,0.023,0.146,0.1,0.55,0.0559999999999999,2022-23,2022,Modern (19+),False,4.8950000000000005,7.64,25.0,7839454.570439346,ROTATION
Bismack Biyombo,PHX,30.0,203.2,115.66596,,DRC,2011.0,1.0,7.0,61,4.3,4.3,0.9,3.1,0.093,0.184,0.136,0.555,0.089,2022-23,2022,Modern (19+),True,5.272500000000001,7.9399999999999995,25.0,7827826.880934651,ROTATION
Jamal Cain,MIA,24.0,198.12,86.636072,Oakland,USA,,,,18,5.4,2.9,0.7,5.5,0.064,0.142,0.139,0.647,0.076,2022-23,2022,Modern (19+),False,5.823,7.92,25.0,7808109.432871844,ROTATION
Otto Porter Jr.,TOR,30.0,203.2,89.811216,Georgetown,USA,2013.0,1.0,3.0,8,5.5,2.4,1.0,-5.0,0.038,0.096,0.104,0.6559999999999999,0.078,2022-23,2022,Modern (19+),False,5.838399999999999,7.88,25.0,7768674.536746228,ROTATION
R.J. Hampton,DET,22.0,193.04,79.3786,,USA,2020.0,1.0,24.0,47,6.4,1.9,1.1,-8.7,0.024,0.093,0.175,0.5579999999999999,0.11,2022-23,2022,Modern (19+),False,5.2452,8.5,25.0,7735636.911718095,ROTATION
Javonte Green,CHI,29.0,195.58,92.98636,Radford,USA,,,,32,5.2,2.8,0.7,5.9,0.057,0.119,0.128,0.6459999999999999,0.062,2022-23,2022,Modern (19+),False,5.620199999999999,7.65,25.0,7732848.596134074,ROTATION
Darius Bazley,PHX,23.0,205.74,97.975872,,USA,2019.0,1.0,23.0,43,5.2,3.2,0.9,-3.6,0.053,0.157,0.165,0.524,0.088,2022-23,2022,Modern (19+),False,4.873200000000001,8.07,25.0,7682347.3189445315,ROTATION
Gary Payton II,GSW,30.0,187.96,88.45044,Oregon State,USA,,,,22,4.6,3.1,1.4,5.4,0.069,0.121,0.1009999999999999,0.701,0.106,2022-23,2022,Modern (19+),False,6.379099999999999,7.749999999999999,25.0,7640511.124337978,ROTATION
Chimezie Metu,SAC,26.0,205.74,102.0582,Southern California,USA,2018.0,2.0,49.0,66,4.9,3.0,0.6,6.7,0.068,0.206,0.168,0.639,0.08,2022-23,2022,Modern (19+),False,5.4315,7.42,25.0,7613711.114222505,ROTATION
Haywood Highsmith,MIA,26.0,195.58,99.79024,Wheeling Jesuit,USA,2018.0,,,54,4.4,3.5,0.8,-5.2,0.055,0.135,0.121,0.517,0.065,2022-23,2022,Modern (19+),False,4.4979000000000005,7.409999999999999,25.0,7603450.048030831,ROTATION
Vlatko Cancar,DEN,26.0,203.2,107.047712,,Slovenia,2017.0,2.0,49.0,60,5.0,2.1,1.3,-3.9,0.027,0.119,0.134,0.606,0.125,2022-23,2022,Modern (19+),True,5.0904,7.38,25.0,7572666.849455808,ROTATION
DeAndre Jordan,DEN,34.0,210.82,120.20188,Texas A&M,USA,2008.0,2.0,35.0,39,5.1,5.2,0.9,-8.4,0.094,0.252,0.134,0.731,0.084,2022-23,2022,Modern (19+),False,8.1872,9.37,25.0,7563127.195930249,ROTATION
Rodney McGruder,DET,31.0,193.04,92.98636,Kansas State,USA,,,,32,5.7,2.3,0.9,-3.5,0.035,0.109,0.135,0.5660000000000001,0.071,2022-23,2022,Modern (19+),False,5.037400000000001,7.94,25.0,7558592.033757074,ROTATION
Justin Minaya,POR,24.0,200.66,95.25432,Providence,USA,,,,4,4.3,3.8,1.0,-12.0,0.03,0.135,0.123,0.363,0.0559999999999999,2022-23,2022,Modern (19+),False,3.3032999999999997,7.659999999999999,25.0,7551782.608055343,ROTATION
